gender,age,height,weight
0,23,152,60.1
0,20,167,68.5
0,20,169,69.9
0,21,164,67
0,23,157,63.4
1,22,177,76.9
1,23,177,74.5
0,18,160,60.1
0,20,168,69.7
0,21,173,76.1
1,21,180,78.8
0,21,170,69.1
0,22,167,68.1
0,25,169,65.6
0,22,158,65
0,46,178,75.7
0,23,172,74.3
0,43,168,67.9
0,22,157,65.9
1,24,176,74.6
1,22,192,94.6
1,21,181,81.5
1,19,174,72.9
0,23,171,73.9
1,25,180,80.7
0,22,154,66.9
0,21,162,70.1
1,22,172,69.7
1,24,187,83.4
1,20,182,85.3
0,21,169,72.6
0,23,162,66.8
0,21,175,71.9
0,21,155,65.5
1,20,174,73.2
0,22,168,69.1
1,18,176,73.1
0,23,167,65.4
0,23,172,71.1
0,19,159,65.7
0,22,177,79.1
0,20,166,67.7
1,22,176,75.7
1,22,192,100.7
1,22,188,82.9
1,22,174,75.4
1,24,181,78.5
0,21,153,58.8
1,20,171,74.6
0,22,154,60.3
1,22,193,85.7
0,20,169,71.5
1,19,182,77.5
0,21,165,73.2
0,24,169,72.3
1,21,182,80.8
0,20,150,59.4
1,20,192,90.6
1,23,160,63.6
1,19,171,72.2
0,19,173,69.6
1,21,175,80.8
1,24,178,81
0,24,156,55
0,25,166,73.4
1,23,183,82.4
0,22,154,66.3
1,22,192,88.5
1,23,179,75.4
1,23,170,70.7
1,19,184,82.9
1,23,184,79.9
0,19,166,71.4
1,20,170,74.6
1,22,185,82.2
1,23,170,71.4
1,21,175,73.3
0,22,174,75.2
1,21,184,85.6
1,23,188,89.3
1,24,192,92.7
1,18,166,68
0,22,184,86.9
1,44,180,79.2
0,20,171,74.8
0,22,154,59.9
1,18,183,81.8
1,22,196,97
0,19,170,68.7
0,20,142,55.9
0,21,170,69.2
1,24,173,76.5
0,22,151,59.5
1,22,194,92
0,21,151,61
1,20,151,65.5
1,22,178,72.3
0,22,165,64.9
0,22,172,68.7
1,21,173,69.2
0,21,166,70.2
0,19,167,74.7
1,21,171,70.7
1,22,176,77.6
0,21,167,69.9
1,21,195,96.9
1,21,178,76.3
1,22,177,78.3
1,22,164,71.2
1,22,184,76.3
1,20,169,67.2
1,23,176,75.7
0,19,161,62.8
1,22,189,90.5
0,19,175,78.2
1,18,179,78.3
0,21,173,77.9
0,24,164,68
0,21,159,66.3
1,22,176,74.1
0,21,168,68.9
1,22,184,83
0,24,168,69.7
0,22,145,58.9
0,21,152,60.5
1,22,176,79
1,35,193,94.1
0,22,164,66
1,24,174,74
0,20,164,64.5
0,24,163,69.9
1,19,181,83
1,20,187,83.4
1,21,172,71.6
1,21,186,87.2
0,20,161,67.3
1,31,186,84.7
0,21,164,66.5
1,21,171,73.4
1,19,184,84.8
0,20,173,75.7
0,21,152,62.4
0,22,168,70.8
1,19,190,90.8
0,23,171,76
0,22,167,68.5
1,41,172,75.5
1,19,186,84.8
0,23,143,57
1,20,173,76.5
1,21,178,75.6
1,20,168,68.4
1,21,191,93.8
0,23,163,69.1
1,23,173,71
0,22,155,60.4
0,21,153,66.6
0,19,161,60.4
1,19,188,88.5
0,20,146,57.9
1,21,169,76.8
0,22,147,59.8
0,20,168,69.9
1,20,183,81
0,20,160,63.2
0,20,160,65.9
0,22,148,58.5
1,21,180,78.7
1,20,186,82.4
0,19,158,66.5
0,19,170,71.3
0,44,164,64.9
1,22,174,72
0,21,170,69.3
0,24,150,64
0,21,157,66.4
1,41,196,96.3
0,19,150,61.2
1,24,192,94.9
1,21,182,79.7
0,22,168,75.1
0,19,158,64
1,49,174,71.7
0,23,163,69.4
1,23,184,82.6
1,22,171,69.8
1,21,193,96.3
1,22,185,86.4
1,22,172,73.4
1,20,184,83.9
0,25,163,62.2
1,21,182,84.8
0,23,167,66.1
1,22,176,70.1
0,23,180,75.6
0,22,157,59.6
1,19,180,80
1,20,182,79.2
1,20,190,91.1
0,27,157,61.9
1,28,194,91.6
1,21,175,78.3
1,22,183,80.4
0,21,171,70.6
0,22,166,73.4
1,22,175,72.4
1,22,164,64.1
0,21,170,69.1
1,24,184,84.2
1,20,179,81.7
1,19,174,71.6
0,20,166,67.8
0,22,156,61.7
1,20,164,66.6
0,27,159,65.4
1,21,171,73.2
0,20,164,66.4
0,19,156,64.8
1,20,169,69.2
1,22,173,68.5
1,22,187,84.8
0,19,172,69.7
1,38,183,82.4
1,20,186,83.3
1,21,176,78.2
1,23,178,80.3
1,25,174,73.7
0,21,160,67.7
1,18,191,89.3
0,20,157,63.5
1,18,170,69.8
1,22,186,82.2
1,19,177,70.2
0,19,163,64.3
0,23,166,69.5
1,22,182,76.9
1,21,188,86.9
1,21,175,75.2
0,22,152,60.9
1,22,171,74.1
0,21,156,58.8
0,23,156,61.1
0,23,164,65.9
1,20,191,89.7
0,20,173,69.1
0,22,161,63.8
0,22,165,67.3
1,22,182,84.2
0,21,165,66.1
0,19,153,62.3
0,21,156,60.5
1,21,164,69.4
0,21,164,70
1,20,173,78.2
0,20,146,62.9
1,22,188,87.7
1,20,178,75.6
0,24,166,70.6
1,22,177,70.8
1,20,195,92.7
0,21,157,63.1
0,23,167,67.7
0,22,171,71.5
0,26,176,75.5
1,20,168,74.7
0,24,164,66.4
0,22,168,67.2
1,21,164,69.9
1,25,175,72
0,20,172,73.3
1,24,189,87.9
0,20,156,62.8
0,24,162,68.8
0,23,168,67.6
0,22,166,67.1
1,22,181,76.2
0,20,156,61.2
1,25,182,80.1
1,19,196,93.7
1,21,170,67.8
0,22,167,69.6
0,23,166,69
1,45,187,83.8
1,21,188,85.6
0,23,161,63.8
0,20,155,69.6
0,23,153,60.9
0,20,159,59.5
0,20,175,75.2
0,27,158,64.1
0,19,160,66.2
1,21,172,65.8
1,19,171,72.1
1,24,179,74.8
1,23,184,80.6
1,23,172,75.5
0,21,148,59.5
1,21,203,105.7
1,19,170,76
1,21,186,86.6
1,20,172,73.1
0,24,172,68.8
1,22,174,73.4
1,21,188,90.1
0,35,151,59.3
1,25,171,74.7
0,20,170,71.5
0,19,169,71.9
1,19,174,75.1
0,24,168,70.8
1,33,187,88.8
1,21,191,91.9
0,23,159,63.7
0,22,178,80
1,23,176,79.5
1,32,187,89.5
0,21,150,64.9
0,22,169,66.3
1,21,182,78.5
0,22,168,67.6
1,19,177,74.8
0,20,171,71.6
0,24,177,76.9
1,20,193,95.7
1,24,181,78.5
0,18,168,64.7
0,20,161,67.1
0,22,169,67.9
1,27,184,84.9
0,19,174,73.2
0,23,168,70.3
1,21,170,73.7
1,21,190,87.3
0,19,158,60.8
0,21,163,67.2
1,24,193,94.4
0,20,155,62.1
1,32,179,77.1
0,23,169,70.3
0,20,156,64
1,59,171,68.7
0,18,154,60.3
1,21,190,90.9
0,19,174,78.8
1,20,173,69.6
1,22,184,79
0,20,184,79.2
1,24,164,71
0,22,163,68.2
1,21,169,70.7
1,25,174,74.4
1,20,187,86.1
0,19,167,66.6
0,22,167,68
0,42,156,64.5
0,22,158,61
0,21,172,78
0,21,170,70.3
0,20,158,64.5
1,24,178,75.5
1,23,168,72.8
0,21,157,63.4
0,21,157,63.5
1,22,175,75.8
0,21,170,72.8
0,24,165,64.5
1,23,181,82.7
1,19,181,81.1
0,24,171,67.9
0,21,165,72
0,20,163,66.3
0,23,161,68.3
0,19,167,70.9
0,19,159,70
0,19,153,63.3
0,21,157,65.8
1,21,183,78.6
1,22,176,70.9
0,21,172,69
1,21,195,96.5
1,24,167,63.2
1,20,176,73.3
1,20,194,96.1
0,20,144,54.8
1,21,186,85.1
0,25,156,63.3
1,21,170,72.8
1,21,184,83.4
1,23,169,65.4
0,20,167,68.4
1,20,177,80.7
1,19,187,82.8
0,19,159,64.1
1,19,171,73.1
1,20,179,73.8
1,21,172,75.5
1,19,184,86.6
0,21,167,67.2
0,19,164,65.9
1,23,178,76.4
0,23,148,62.3
0,22,186,83.5
1,25,188,87.4
1,20,172,70.4
0,24,150,62.1
0,20,169,69.9
0,20,156,66.4
0,20,168,71.4
1,23,185,82.7
1,19,183,79.3
0,18,159,67.1
1,24,165,65
0,20,166,65.8
0,20,167,65
1,23,170,74.4
1,22,184,81.1
0,23,160,66.6
0,64,160,63.6
1,19,186,89.2
0,19,160,63.5
0,24,179,75.2
1,23,180,80.3
0,19,157,62.6
0,23,168,69
1,22,189,86.9
1,21,186,83.6
0,20,164,68.3
0,22,161,67.2
0,20,162,65.2
1,21,177,72.3
1,23,178,77.1
1,19,169,72.1
1,21,184,79.1
1,20,173,74.6
1,19,172,72.1
1,23,192,92.2
1,25,174,75.3
1,20,189,87.1
0,23,178,76.7
0,20,165,66.1
0,21,156,59.8
0,22,164,69.2
1,21,182,81.3
1,18,168,72.2
0,23,148,58
1,24,186,82.8
0,20,160,58.4
1,21,174,71.9
0,22,164,66
0,20,164,68.1
0,20,160,65.9
1,20,173,73.4
1,23,173,71
0,21,156,61.8
0,37,171,71.8
0,22,160,59.7
0,18,151,58.9
1,21,177,74.4
0,26,167,68.8
1,20,174,71
0,20,150,60.1
1,21,184,84.4
0,22,176,78
0,23,161,65.6
0,63,159,64.7
0,21,150,61.7
1,22,180,83.1
0,19,159,62.9
1,22,173,71.4
1,24,183,83.4
0,19,160,67.8
1,22,170,65.9
1,23,175,72.8
0,21,175,75.3
1,22,174,70.3
0,22,172,73.4
0,21,157,65.1
0,23,170,73.1
0,21,157,64.7
1,23,172,76.8
0,21,161,63.4
0,23,167,65.2
0,22,167,71.5
1,24,176,72.3
1,24,185,85.4
0,21,164,66.7
1,23,190,88.6
0,21,175,77.6
1,23,184,80.6
0,22,169,68.6
1,22,192,86.1
1,21,182,80.1
0,19,173,73.2
0,25,167,70.2
1,23,173,70.5
1,21,182,76.1
1,23,184,83.3
1,22,193,94.1
1,23,166,67
1,22,176,73.7
0,22,168,71.7
1,23,180,80.8
0,18,163,68.5
0,20,164,67
0,22,184,86.1
1,21,170,69
1,21,195,98.8
0,23,166,65.2
1,21,195,97.6
0,19,173,75
0,21,175,74
0,21,152,59.6
0,19,156,62.3
1,26,184,80.7
1,20,188,87.9
1,22,175,69.8
1,20,180,77.7
0,21,160,60.1
0,23,159,65.9
1,20,167,68.1
0,22,165,64.7
1,21,183,81.7
1,24,170,71.2
1,20,177,74.3
0,22,165,68.5
0,25,164,73.8
0,57,165,68.6
0,20,163,68.7
1,21,180,74.8
1,23,176,72.3
1,18,166,70.4
1,22,176,78.5
1,23,180,79.2
0,19,151,63.4
0,22,178,74.6
1,20,180,80
1,21,167,65.9
1,21,167,63.1
0,21,162,67.7
0,24,164,66.9
0,24,173,73.4
0,22,162,69
0,24,159,63.2
0,24,157,63.8
0,19,167,66.8
1,22,175,72.9
0,25,173,75.8
1,42,174,75.2
1,22,178,78.2
1,20,180,75.6
0,21,175,78.8
0,22,162,71.2
0,21,171,71
0,20,165,70.7
1,21,170,69.8
1,20,179,80
1,20,172,70.4
0,20,157,58.8
1,19,164,70.7
0,22,176,77.6
0,21,158,63.8
0,23,152,62.2
0,23,160,66.1
1,23,183,83.2
1,22,182,78
0,20,167,71.6
0,20,157,63.4
0,21,174,73.1
1,20,176,72.6
1,23,176,77.6
1,20,161,65.2
0,22,162,67
1,20,179,74.5
0,25,162,65.2
1,33,180,80
1,22,176,73
1,23,178,79.1
1,25,193,91.1
0,21,151,60.7
0,20,173,75.9
0,18,172,74.4
0,19,163,70.5
0,23,165,66.6
1,20,173,76.8
0,22,164,69.7
1,19,187,89.2
0,22,166,67.1
1,20,186,84.8
1,21,171,71.6
0,22,167,71.7
0,20,154,64.7
1,22,179,76.2
1,20,184,82.1
1,18,172,70.1
0,24,176,74.4
0,19,168,66.5
0,20,167,67.8
1,22,189,90.7
0,21,168,76.1
0,22,159,69.2
0,44,164,68.5
0,23,160,66.5
0,20,170,69.8
1,21,180,77.2
1,20,187,86.8
0,19,166,68.6
1,24,181,83.9
1,20,182,80.2
0,25,174,72.4
0,19,160,67.4
0,19,168,69.1
1,19,179,77.6
0,22,166,66.1
1,21,185,83.1
0,22,151,60.1
0,22,158,60.1
1,21,188,87.4
0,19,158,62.5
0,23,162,68.4
1,21,182,82.3
0,20,163,66
1,21,188,83.7
1,23,174,73.7
0,22,154,63.4
0,55,176,76.7
1,19,184,82.9
0,19,155,60.8
1,20,182,83.1
1,21,180,83.1
0,20,165,69.6
1,22,172,70.7
1,21,184,80.6
1,20,163,62.7
1,22,187,85.8
0,23,166,62.5
0,23,157,66.6
0,22,167,68
1,22,178,74.1
0,21,166,67.2
1,20,174,77.6
0,26,166,69.5
0,18,174,75.6
0,22,159,66.5
0,22,152,60.4
1,21,178,81
1,21,169,69.1
0,21,170,68.3
0,23,171,71.4
0,22,168,67.8
1,21,166,70.2
1,21,172,76.9
0,20,173,71.7
1,21,181,78
1,22,188,87.6
1,21,172,70.7
0,21,178,73.8
0,22,170,67.6
0,20,165,63.4
1,22,188,89.8
0,22,155,63
1,23,170,70.2
1,21,179,75.9
1,18,189,84.9
0,23,162,65.6
1,23,174,71.5
1,22,159,63.6
1,20,168,72
1,19,185,76.8
1,23,191,90.3
0,21,177,78.8
1,22,169,69.4
0,22,172,68.7
1,21,182,79.4
1,20,172,71.7
0,25,162,62.4
1,24,178,75.3
0,23,166,66.1
0,23,156,68.5
1,23,172,68.6
0,23,164,67.5
0,23,171,66.9
0,25,159,65.6
1,21,171,71.7
1,21,190,89
0,21,176,74.2
1,22,178,75.8
1,21,178,76.3
1,20,186,85.1
1,22,172,74.3
1,23,170,72.1
1,21,178,76.5
0,26,160,64.3
1,18,181,77.5
0,19,162,63.2
0,22,171,70.8
0,23,170,73
0,19,169,69.5
0,21,162,67.4
1,21,176,76.8
0,22,177,77.7
1,27,180,77.5
0,22,165,69.1
1,22,185,83.4
0,22,170,67.3
1,21,186,80.9
1,19,182,79.4
0,21,160,64.5
0,19,166,68.2
1,22,175,74
1,22,162,66.2
1,21,173,68
0,24,160,66.8
0,20,172,68.3
0,20,168,68.6
1,20,174,75.5
1,22,180,80.2
1,21,182,78.9
1,19,173,74.3
1,19,165,66.6
0,21,145,58.4
1,23,177,74.9
0,23,164,66.8
1,22,184,84.1
1,20,190,88.8
0,18,173,72.6
1,20,184,82
0,19,169,68
1,23,183,81
0,25,164,66.7
1,19,177,72.7
1,20,177,74.4
0,18,170,69.4
1,23,175,75.4
0,20,160,62.7
1,21,172,71.6
0,23,159,62.1
1,24,186,85.3
0,22,173,74.7
1,22,177,80.8
1,59,175,73.3
0,25,160,64.3
1,21,186,76.9
0,27,162,68.9
1,21,188,86.1
0,21,166,63.5
0,22,155,63.8
1,21,190,87.7
0,18,169,69.4
1,20,180,80.2
1,43,183,82.8
1,19,170,72.8
0,19,152,64.6
1,20,182,83
0,20,161,64.3
1,22,196,96.4
1,19,161,68.9
1,22,180,81.3
1,21,176,73.7
0,22,158,60.8
0,22,162,66.2
1,22,174,75.6
0,22,176,76.2
0,22,161,67.1
0,20,161,68
1,20,172,74.1
0,20,172,70.5
1,24,190,89.9
1,19,181,77.1
0,21,150,65.4
1,20,173,68.7
1,19,171,69.7
1,42,177,74.8
1,23,179,79.9
1,19,173,72.9
1,22,173,74.4
0,19,150,59.1
1,20,169,72.5
1,21,180,72.8
0,21,174,73.2
0,19,168,69.5
1,23,173,74.8
0,20,164,67.7
0,22,167,66.3
1,18,171,63.4
0,19,169,67.9
0,22,178,75.5
0,21,163,70.2
0,34,159,63.2
0,22,160,64.8
0,22,163,70.3
0,23,169,71.1
1,20,174,78
0,22,147,57.3
0,25,166,67.1
1,21,176,74.2
0,22,153,61.6
1,23,176,74
0,21,161,67.5
1,23,177,71.4
1,22,182,81.5
1,20,171,70.4
0,21,164,66.1
0,23,145,60.3
0,22,160,64
0,18,162,66.6
0,19,158,65.7
1,21,188,87
0,20,168,70.3
0,22,170,70.2
1,20,185,83.5
1,18,178,77.3
1,19,179,78.2
0,20,154,64.5
1,24,184,81.7
1,23,181,73.8
1,20,176,73.8
0,23,166,70.5
0,21,170,68.8
1,24,168,70.2
0,22,164,64.5
0,19,162,64.6
1,20,163,63.6
0,25,172,75.1
0,20,167,70.6
0,24,158,62
0,23,172,70.3
1,21,169,70.9
1,21,178,76.8
0,20,171,70.7
0,19,167,67.3
0,25,172,74.3
1,18,189,85.2
0,23,151,60.8
0,23,165,63.8
0,21,163,68.2
1,21,163,68.7
1,20,201,109.3
1,21,175,73.2
1,21,175,72.4
1,23,184,79.4
1,25,180,81.5
0,24,177,75.4
1,26,167,69.4
1,19,165,71.5
1,22,182,81.3
0,22,157,62.6
0,24,168,69.3
0,23,168,72.2
0,22,156,64.8
1,35,188,80.2
0,21,173,72.3
1,20,184,81.1
1,22,178,77.9
1,21,186,86.9
1,22,189,87.9
1,44,188,86.6
0,51,164,68.5
0,20,157,62.4
0,20,158,60.7
1,19,182,80.7
0,22,160,67.7
1,19,168,68.9
1,19,170,71
0,23,160,62.2
0,21,171,71.6
1,43,178,74.8
0,45,155,66.7
0,20,170,71
1,18,181,80.9
0,23,166,71.5
0,19,161,67.7
1,21,176,69.8
1,23,185,80.4
1,21,169,71.7
1,24,186,82.8
1,20,190,85.5
0,22,169,72.2
0,20,174,72.5
0,20,165,66.1
0,20,149,58.3
0,57,171,70
0,19,162,67.3
1,21,190,86.4
0,25,151,64.3
0,20,154,60.8
0,23,159,65.8
0,23,166,66.2
0,19,164,62.6
0,63,162,68
0,22,188,89
0,20,172,70.2
1,22,189,80.5
0,21,151,58.4
0,19,167,69.6
0,19,158,63.8
1,22,192,93.3
0,23,164,71.3
1,19,179,77.5
1,21,190,86
0,19,165,67.8
1,21,177,80.8
0,19,172,72.7
1,20,188,89.1
1,22,174,76.3
1,21,185,84.2
1,19,179,79.2
1,21,167,68.9
0,18,164,64
1,21,180,78.9
0,21,166,70
1,22,185,85
1,20,179,76.9
1,19,176,79.5
1,20,175,76.2
1,22,183,82.4
0,23,154,61
0,21,166,67.4
1,23,178,76.5
0,21,169,70.8
1,20,180,80.3
0,20,161,66.8
0,20,176,75.5
0,21,160,66
1,23,181,80.2
0,46,162,66.1
0,22,158,63.6
1,20,177,76.5
0,23,177,77.8
0,25,155,61.5
0,21,168,69.3
0,22,168,70.2
0,19,173,74.5
1,23,174,76.8
1,22,165,69
1,20,177,75.4
1,23,192,89.7
1,21,172,73.1
0,22,176,77.5
1,23,186,82.4
1,21,168,70.7
0,19,157,65.3
1,21,184,78
0,23,163,67.3
1,43,170,71.6
0,21,164,67
0,21,164,65.5
1,33,181,84
1,21,190,91.2
1,22,172,70.3
0,24,165,67.2
1,20,178,76.1
1,20,168,74.3
1,23,170,70.8
1,18,184,82.1
1,21,179,77.7
0,21,162,67.1
1,22,184,84.9
0,21,170,70
0,20,164,68.5
1,23,185,86.2
1,21,181,83.6
1,19,187,81.4
0,20,158,65.5
1,21,174,76.8
0,60,165,65
0,45,178,77.3
1,21,196,102.2
0,21,170,70
0,21,163,66.1
1,19,184,83.8
0,21,178,77.3
0,20,163,67.1
0,22,164,72.3
1,21,176,74.3
0,20,155,61
0,18,168,71.8
1,20,172,71.1
1,24,183,79.3
0,22,169,68.1
0,22,141,55.9
1,21,186,83.9
1,20,169,68.8
0,20,161,68.2
0,23,150,61.4
0,22,161,65.8
1,25,178,76.1
0,21,165,67
0,21,168,69
1,21,173,73.8
0,21,174,75.4
1,22,166,64.8
0,20,161,60.9
1,21,188,85.3
1,26,175,76.9
0,19,176,72.6
0,20,143,56.2
0,21,157,64.4
1,21,169,71.8
0,20,164,70
0,33,152,60.1
1,24,173,74.4
1,22,179,73.9
1,25,177,74.4
1,22,191,89.5
0,21,168,71.4
1,20,186,86.5
0,21,171,66.9
1,18,183,80.5
0,29,168,66.9
1,34,178,73.8
0,22,167,70.5
0,22,164,65.4
1,22,173,73.2
0,18,172,71.5
0,51,152,63.8
0,20,161,67
0,21,143,56.6
0,21,173,71.6
1,21,165,70.3
0,23,158,59.6
0,21,162,65.5
1,19,190,87.5
1,51,192,90
1,22,187,88.2
1,19,192,92.1
1,21,181,84
0,21,170,70
0,20,164,67.7
0,18,166,72.1
0,21,162,65.8
0,21,161,65.1
0,20,160,65.7
0,18,170,73
1,24,179,74.1
1,20,183,81.3
0,19,162,62
1,22,184,81.8
0,21,161,68.3
0,22,155,64.7
0,19,159,69.3
0,22,170,67.3
0,19,148,61.3
0,44,158,63.5
0,19,180,77
0,21,160,64.5
1,21,175,74.3
0,22,183,83.2
1,20,186,85.7
1,25,182,78.1
0,18,170,72.6
1,22,174,74.1
0,22,170,68.4
0,20,159,67.3
0,24,154,62.1
0,22,160,65.8
1,23,176,77.8
1,20,178,73.2
0,21,171,66
0,21,171,71.8
1,21,184,80.8
1,22,176,78.5
1,20,185,78.6
1,22,195,94.4
1,23,181,82.4
0,49,150,60.8
0,20,157,60.3
0,22,171,68.6
0,22,164,70.2
1,19,182,83.8
0,31,173,74.2
1,22,194,96.7
0,19,157,61.3
0,21,154,65.3
1,21,180,78.4
0,26,180,77.8
1,19,164,66.3
1,21,173,75.1
0,23,155,64.8
0,22,159,64.4
0,20,169,71.5
0,21,164,64.8
1,20,188,93.1
0,21,161,65.9
1,24,190,91.3
1,22,174,68.6
0,20,166,69.3
0,21,174,75.1
0,23,159,65.8
1,20,180,78.9
0,21,168,70.5
1,23,180,76
0,20,156,62.6
1,20,188,86.7
0,22,158,63
0,23,174,75.1
1,23,184,80.9
1,56,183,81.2
0,22,177,78.9
0,21,149,58.1
1,20,178,77.2
0,21,171,74.4
1,21,173,76.5
0,19,171,70.6
0,23,145,63.2
1,21,184,82.3
0,21,158,59.6
1,22,171,76
0,24,169,71.6
1,22,181,79.3
0,22,167,68.5
1,21,163,66.9
0,21,162,67.2
1,19,169,70.2
1,21,189,88.5
0,21,168,70.5
0,19,155,61.8
1,41,181,74.3
1,26,167,72.3
1,22,174,73.5
0,22,163,62.6
0,22,157,62.4
0,24,156,65.1
1,22,166,69.2
1,25,198,98.1
0,22,159,62.6
0,26,160,68.7
1,21,181,78.7
1,19,164,66.4
0,23,170,68.8
1,36,192,87.7
0,24,152,61.4
0,22,169,67.3
1,23,174,74.2
0,24,158,63.8
1,20,169,67.8
0,22,167,68.3
0,18,165,68
0,19,170,70.5
0,47,167,67.4
1,24,181,80.1
0,22,167,65.1
1,22,174,73.8
0,23,162,64.5
0,26,164,69.6
0,19,159,60.8
0,23,163,65.4
0,24,164,65.6
1,21,169,70.6
1,22,184,82.6
0,20,172,75.6
1,50,169,72.8
1,22,185,83.2
0,22,171,66.9
1,21,160,65.8
1,19,174,75.6
1,20,168,68.3
0,20,167,68.5
0,22,162,67.2
0,21,157,64.8
1,19,185,82.7
1,23,179,75
0,21,160,66.5
0,22,171,69.9
1,19,184,82.1
0,22,161,64.6
0,22,161,69
1,20,174,73.3
0,23,152,61.5
1,21,180,78.9
1,24,190,88.6
0,21,157,63.8
0,20,160,63.5
1,20,186,80.3
1,19,163,67.3
0,19,160,65.9
0,25,148,57.5
0,22,164,65.1
0,45,160,63.5
0,22,166,67.7
0,22,184,82.7
0,22,162,65.4
0,31,152,65.3
0,21,167,65
1,20,188,83.5
0,20,171,71.9
1,20,176,72.8
0,19,167,73.1
1,21,192,93.4
1,22,175,74.1
1,22,177,74
1,22,181,74.7
1,21,173,71.8
0,19,159,64.8
0,21,156,64.7
1,22,144,60.9
1,24,183,82.8
0,19,149,62.6
0,52,161,64.2
1,22,168,70.7
1,22,180,79
1,19,176,74.3
1,22,181,82.1
0,22,175,77
1,20,188,84.2
0,19,152,59.6
1,22,177,72.4
1,20,174,70.6
0,21,173,71.6
0,22,158,64.6
0,23,167,73.7
1,28,182,82.8
1,21,175,75.7
0,22,166,66.5
1,24,179,75
0,23,169,68
1,21,185,82.3
1,21,174,76.1
1,22,179,79.1
0,22,162,58.6
1,20,173,76
1,22,176,76
0,18,167,71.4
1,24,179,79.1
0,21,172,72.1
0,21,165,69.8
1,21,171,71.5
1,19,166,68.1
0,21,160,67.4
1,21,181,80.4
1,21,178,75.7
0,23,151,60.7
1,21,166,68.4
0,21,169,66.8
1,22,180,75.6
1,23,184,78.7
0,21,158,62.9
1,22,173,72.3
0,18,172,74.4
1,20,188,85.6
0,21,176,73
1,20,183,82.1
1,21,163,67.5
0,22,163,68.4
1,20,184,81.3
0,22,173,72.4
1,20,178,74
0,20,160,67.7
0,23,168,69.3
0,21,168,71.7
1,22,173,71.6
0,22,167,76.1
1,22,185,83.4
0,20,166,65.2
0,25,168,69
0,29,165,65.8
1,22,169,74.8
0,23,168,75.1
1,42,175,72.1
0,62,142,60.5
1,58,177,76.9
0,20,164,63.5
1,39,177,74.7
0,20,168,63
1,22,193,93
1,20,194,90.6
0,23,167,69.4
0,24,156,62.1
1,21,179,85.2
1,23,180,75.7
1,21,180,80.6
0,18,164,63.8
1,21,183,82.1
1,19,185,81.3
0,28,163,65.9
0,19,160,62.8
1,20,167,66.7
0,32,164,71.2
0,23,179,78.3
0,34,175,71.3
0,20,164,63.5
0,19,154,62.2
0,24,159,62.6
1,21,179,73.9
1,21,176,74.3
1,21,189,85.8
0,20,166,66.1
0,21,159,66
0,22,159,64.2
1,20,180,77.7
0,22,176,73.6
0,20,156,60.4
1,22,156,61.6
0,19,170,72.8
0,18,160,65.9
1,20,178,84.6
0,20,170,73.9
1,20,184,88.3
0,21,159,62.5
0,22,161,64.8
0,20,154,59.8
1,21,193,94.1
0,21,159,62.1
0,20,161,66.3
0,22,176,73.1
0,21,181,78.8
0,21,162,66.9
0,21,149,60.1
0,21,169,70
0,22,174,72.4
0,19,182,80.3
0,21,142,57.9
1,19,194,94.1
1,19,164,66.1
1,23,184,84.6
0,24,165,61.6
1,21,176,73.7
0,26,174,70.6
1,22,192,95.3
0,53,147,59.1
1,22,174,72.4
1,20,177,77.1
0,21,162,67.3
1,22,178,76.5
0,20,167,64.8
1,20,168,67.5
0,20,163,65.9
1,43,180,78.7
1,21,178,76.9
0,21,172,73.8
1,22,192,90.5
0,30,159,65.2
1,24,179,74.9
1,23,176,75.8
1,24,167,64.8
1,22,173,71.6
1,20,180,78.8
0,28,169,67.8
0,22,169,69.5
1,20,182,83.6
1,22,178,76.8
1,21,175,75.6
0,22,171,70.6
1,20,183,82.7
0,20,155,66.5
0,22,151,63
1,21,172,70.4
1,23,170,68.5
1,20,185,83.9
0,18,169,68.3
0,19,156,62.1
1,20,171,69.8
0,18,167,71.8
1,20,181,78.3
0,24,179,75.2
1,21,179,80.9
0,20,158,63.7
1,19,183,83
0,25,169,70.5
0,23,171,73.4
1,23,179,79.1
1,20,188,87.4
1,20,178,77.2
0,21,164,64.5
0,19,173,68.2
1,19,194,97.4
0,20,156,62.6
0,20,150,59.2
0,20,165,65.6
0,21,172,71
0,23,166,67
1,22,188,86.1
1,27,181,78.9
0,24,154,64.9
0,21,155,63.8
1,21,188,85.8
1,22,181,80.4
1,19,180,83.1
0,21,169,73.1
1,20,172,70.9
1,20,177,75.7
0,22,166,69.3
0,23,179,81.9
1,18,171,73.2
1,35,193,92
0,24,166,65.9
1,24,178,74.7
0,39,170,70
1,22,176,74.9
1,19,194,92.7
0,23,158,64.3
0,20,160,67
1,20,171,70.9
0,24,168,67.4
1,22,186,89
1,23,182,76.1
1,23,178,78.1
0,23,152,62.9
1,19,183,78.2
0,20,153,62.6
0,21,162,65.9
1,23,185,85.7
0,22,169,69.8
1,19,179,76.2
0,21,162,63.2
0,56,161,72.1
1,23,170,67
0,22,159,65.6
1,21,173,75.1
0,22,168,69.1
1,19,182,81.4
1,57,181,81.5
0,21,156,60.4
0,21,160,60.9
1,18,179,81.4
1,19,175,72.9
0,20,159,64.6
1,20,192,93.3
1,20,170,72.7
0,22,172,71.4
1,19,180,77.7
0,19,166,70.8
1,21,178,74.7
0,23,175,72.2
0,19,148,60.1
0,21,159,63.9
0,21,161,62.6
